Tumor_Sample_Barcode	experimental_strategy	mutation_count	region_size	tmb
BS_QZPGVNBB	WXS	25	34717771	0.7200923123780038
BS_P7VR731D	WXS	11	34717771	0.31684061744632164
BS_7KR13R3P	Targeted Sequencing	3	3161813	0.9488227165869708
TARGET-30-PARWTY-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASALE-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PASGNT-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASLCD-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASGGI-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASEAR-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASKSX-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASEGF-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASCRK-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASFWL-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASGHN-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASJWG-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PASFEV-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASKKZ-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASGKP-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASDYT-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASEYW-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PARUTX-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASAZZ-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASJTA-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PAURPL-01A-01D	Targeted Sequencing	4	1426422	2.804219228250826
TARGET-30-PASWKI-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PAUMMZ-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUNTY-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PAUMXC-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUTKJ-09A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PAULNF-01A-01D	Targeted Sequencing	5	1426422	3.5052740353135325
TARGET-30-PARZKK-09A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASAFG-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASAJY-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PARVVM-09A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PARXLN-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASKRA-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASFDV-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASBMW-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PAUICI-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PAUHYY-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASCZY-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PASFCG-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASEJZ-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PASJWU-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASLAE-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASKRS-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PAUJRW-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PASESX-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASKSR-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASKPC-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASEWZ-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PAUWEV-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAVABN-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAVCJZ-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PAVCHH-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUZRC-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUUGT-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUGVZ-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAVCLI-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASDRV-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAVALS-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATBAC-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUKIJ-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUGJI-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAVAYF-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PAUZMG-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAVDBS-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PASFDJ-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUWYM-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PARVWL-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PARTYI-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PARZBH-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PARYSR-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASBDN-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PARXXC-01A-01D	Targeted Sequencing	5	1426422	3.5052740353135325
TARGET-30-PARVZT-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PARVHG-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PARSZV-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PARSVF-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PARZZD-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PARYEH-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PARTCE-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUZSB-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PAVCGD-01A-01D	Targeted Sequencing	6	1426422	4.206328842376239
TARGET-30-PAVAGS-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASNVM-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASNUI-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PASMUB-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASLXS-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASSJK-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASMET-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASSII-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASTSI-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATDFU-01A-01D	Targeted Sequencing	4	1426422	2.804219228250826
TARGET-30-PASLDM-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PASPXU-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASPGB-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASMPT-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PASTGH-09A-01D	Targeted Sequencing	4	1426422	2.804219228250826
TARGET-30-PASMNU-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PAUWDK-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAVEZM-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PAUYDE-01A-01D	Targeted Sequencing	4	1426422	2.804219228250826
TARGET-30-PATMTX-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAVDPE-09A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUXIW-09A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PATRUX-09A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASLMN-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PASTMW-09A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASRSG-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASLPG-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASPBY-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASLRM-01A-01D	Targeted Sequencing	5	1426422	3.5052740353135325
TARGET-30-PASTGD-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASPVZ-09A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASLTC-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUXUP-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATUNX-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUJPC-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PAUELT-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PAUAKT-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATYDC-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUCKF-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUCGP-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUHHW-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PATZIG-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUKAP-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PAUKAW-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUKLK-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PARUPT-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAULVH-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUTLP-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUGZD-01A-01D	Targeted Sequencing	4	1426422	2.804219228250826
TARGET-30-PASXCG-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUDDZ-01A-01D	Targeted Sequencing	4	1426422	2.804219228250826
TARGET-30-PAUIWS-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PAUUHD-01A-01D	Targeted Sequencing	5	1426422	3.5052740353135325
TARGET-30-PAUKRF-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PAUITU-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PARTPF-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUTKP-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUPIC-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUPRN-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATYCM-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUFUS-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATXWS-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUAZA-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUDMU-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PAUBPW-09A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUFPG-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATXWY-09A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATYMZ-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PAUBYW-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATTPW-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASSNN-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUXSZ-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PASEWX-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUWFE-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAVETV-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUBSW-01A-01D	Targeted Sequencing	5	1426422	3.5052740353135325
TARGET-30-PASATF-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PARXMH-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASBJY-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUEYW-09A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUBRR-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PAUCRL-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATXXI-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUHIK-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATYWX-01A-01D	Targeted Sequencing	4	1426422	2.804219228250826
TARGET-30-PATYMS-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATZRU-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUBDC-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUBEC-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUBFU-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATYPH-01A-01D	Targeted Sequencing	5	1426422	3.5052740353135325
TARGET-30-PATYEJ-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAULMT-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATYMK-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASWVE-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUCFI-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATZBH-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATXXF-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUBHV-01A-01D	Targeted Sequencing	4	1426422	2.804219228250826
TARGET-30-PAUBGW-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PAUATG-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUBWP-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATSDR-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATVSU-01A-01D	Targeted Sequencing	5	1426422	3.5052740353135325
TARGET-30-PATTMM-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATUPR-09A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PAUHSJ-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PAUFVW-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PATBKX-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATJXV-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATNPW-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATMPC-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PATMJV-09A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATHUU-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATNRK-09A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PASXMI-09A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASVSU-09A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASZST-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASMDG-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASLIH-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATSJV-01A-01D	Targeted Sequencing	4	1426422	2.804219228250826
TARGET-30-PATXHC-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATSRD-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATXHW-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATWGR-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATVDY-09A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATWTW-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATVWA-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATXDV-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATSKE-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATVDI-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PATRJG-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATVTL-01A-01D	Targeted Sequencing	5	1426422	3.5052740353135325
TARGET-30-PATPHR-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASUTC-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PATEWM-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATBHY-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATCDJ-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATAAV-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASYTP-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PASVYV-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATCEM-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATBJI-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATECM-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATEUC-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASYIP-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATCKU-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATBRX-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASZGB-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATFES-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASVKL-09A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PASWCY-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PASZYY-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PATPPU-01A-01D	Targeted Sequencing	6	1426422	4.206328842376239
TARGET-30-PATKHS-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATMFL-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PATHJU-09A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PATNZJ-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATPYK-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATNGD-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PATRHD-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATLLI-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PARZZC-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATNWL-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATLXP-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PATMXC-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATNEA-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATNRI-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATPXJ-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATJZC-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATIHB-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATKSX-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATIYD-09A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATUNZ-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATWMX-01A-01D	Targeted Sequencing	4	1426422	2.804219228250826
TARGET-30-PATVZB-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATWWJ-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATSPZ-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATVDP-01A-01D	Targeted Sequencing	7	1426422	4.907383649438946
TARGET-30-PATTDY-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATTPC-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATTPL-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATNCI-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATLKI-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATMAJ-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATRMB-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATJZF-01A-01D	Targeted Sequencing	3	1426422	2.1031644211881195
TARGET-30-PATUEH-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATXHT-01A-01D	Targeted Sequencing	5	1426422	3.5052740353135325
TARGET-30-PATXKG-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
TARGET-30-PATXUG-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATUWG-01A-01D	Targeted Sequencing	1	1426422	0.7010548070627065
TARGET-30-PATBPG-01A-01D	Targeted Sequencing	2	1426422	1.402109614125413
BS_2DNGDW0A	WXS	35	34033212	1.0284071923625664
BS_4SCDT7M9	WXS	20	34033212	0.5876612527786094
BS_7PAAZQE6	WXS	29	34033212	0.8521088165289835
BS_91HP99HY	WXS	16	34033212	0.47012900222288745
BS_BT83BCEE	WXS	24	34033212	0.7051935033343312
BS_DD2N8CEX	WXS	27	34033212	0.7933426912511226
BS_JC7E55BV	WXS	37	34033212	1.0871733176404272
BS_JD5FE0V5	WXS	20	34033212	0.5876612527786094
BS_JWDK21ED	WXS	37	34033212	1.0871733176404272
BS_QF7M4SHH	WXS	11	34033212	0.32321368902823516
BS_X0KN4VVW	WXS	3	34033212	0.0881491879167914
BS_XNYH7VK6	WXS	37	34033212	1.0871733176404272
